dtpricon;regiao;loctudet;metastaticos;estadios;fetar;obito1ano;obito;pop
2012;sudeste;colon;nao metastaticos;I;<60;4;13;105
2012;sudeste;colon;nao metastaticos;I;>=60;17;44;168
2012;sudeste;colon;nao metastaticos;II;<60;11;43;266
2012;sudeste;colon;nao metastaticos;II;>=60;42;124;454
2012;sudeste;colon;nao metastaticos;III;<60;19;96;329
2012;sudeste;colon;nao metastaticos;III;>=60;86;208;489
2012;sudeste;colon;metastaticos;IV;<60;141;266;374
2012;sudeste;colon;metastaticos;IV;>=60;184;320;419
2012;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;16
2012;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;2;10;35
2012;sudeste;juncao retossigmoide;nao metastaticos;II;<60;1;7;39
2012;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;4;15;62
2012;sudeste;juncao retossigmoide;nao metastaticos;III;<60;2;12;56
2012;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;6;23;80
2012;sudeste;juncao retossigmoide;metastaticos;IV;<60;17;36;52
2012;sudeste;juncao retossigmoide;metastaticos;IV;>=60;11;35;53
2012;sudeste;reto;nao metastaticos;I;<60;1;15;82
2012;sudeste;reto;nao metastaticos;I;>=60;9;49;162
2012;sudeste;reto;nao metastaticos;II;<60;21;73;239
2012;sudeste;reto;nao metastaticos;II;>=60;44;140;323
2012;sudeste;reto;nao metastaticos;III;<60;25;99;331
2012;sudeste;reto;nao metastaticos;III;>=60;46;156;366
2012;sudeste;reto;metastaticos;IV;<60;93;197;262
2012;sudeste;reto;metastaticos;IV;>=60;111;222;265
2012;sul;colon;nao metastaticos;I;<60;2;2;37
2012;sul;colon;nao metastaticos;I;>=60;6;6;55
2012;sul;colon;nao metastaticos;II;<60;4;10;120
2012;sul;colon;nao metastaticos;II;>=60;13;17;150
2012;sul;colon;nao metastaticos;III;<60;7;8;155
2012;sul;colon;nao metastaticos;III;>=60;23;39;210
2012;sul;colon;metastaticos;IV;<60;32;54;132
2012;sul;colon;metastaticos;IV;>=60;41;69;173
2012;sul;juncao retossigmoide;nao metastaticos;I;<60;1;1;13
2012;sul;juncao retossigmoide;nao metastaticos;I;>=60;0;0;16
2012;sul;juncao retossigmoide;nao metastaticos;II;<60;0;1;21
2012;sul;juncao retossigmoide;nao metastaticos;II;>=60;4;5;34
2012;sul;juncao retossigmoide;nao metastaticos;III;<60;1;4;28
2012;sul;juncao retossigmoide;nao metastaticos;III;>=60;7;12;42
2012;sul;juncao retossigmoide;metastaticos;IV;<60;3;6;22
2012;sul;juncao retossigmoide;metastaticos;IV;>=60;2;4;21
2012;sul;reto;nao metastaticos;I;<60;1;3;21
2012;sul;reto;nao metastaticos;I;>=60;4;6;47
2012;sul;reto;nao metastaticos;II;<60;2;4;79
2012;sul;reto;nao metastaticos;II;>=60;7;11;108
2012;sul;reto;nao metastaticos;III;<60;12;16;111
2012;sul;reto;nao metastaticos;III;>=60;11;19;131
2012;sul;reto;metastaticos;IV;<60;12;25;70
2012;sul;reto;metastaticos;IV;>=60;16;28;65
2013;centroeste;colon;nao metastaticos;I;<60;2;2;9
2013;centroeste;colon;nao metastaticos;I;>=60;2;2;8
2013;centroeste;colon;nao metastaticos;II;<60;1;1;21
2013;centroeste;colon;nao metastaticos;II;>=60;2;2;22
2013;centroeste;colon;nao metastaticos;III;<60;2;3;22
2013;centroeste;colon;nao metastaticos;III;>=60;3;3;19
2013;centroeste;colon;metastaticos;IV;<60;5;9;26
2013;centroeste;colon;metastaticos;IV;>=60;5;6;13
2013;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;3
2013;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;4
2013;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;2
2013;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;3
2013;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;0;2
2013;centroeste;juncao retossigmoide;metastaticos;IV;>=60;0;0;1
2013;centroeste;reto;nao metastaticos;I;<60;0;1;3
2013;centroeste;reto;nao metastaticos;I;>=60;0;0;9
2013;centroeste;reto;nao metastaticos;II;<60;2;2;12
2013;centroeste;reto;nao metastaticos;II;>=60;1;1;9
2013;centroeste;reto;nao metastaticos;III;<60;1;1;19
2013;centroeste;reto;nao metastaticos;III;>=60;3;5;20
2013;centroeste;reto;metastaticos;IV;<60;4;6;10
2013;centroeste;reto;metastaticos;IV;>=60;2;3;9
2013;nordeste;colon;nao metastaticos;I;<60;0;0;14
2013;nordeste;colon;nao metastaticos;I;>=60;0;0;16
2013;nordeste;colon;nao metastaticos;II;<60;3;7;94
2013;nordeste;colon;nao metastaticos;II;>=60;6;9;109
2013;nordeste;colon;nao metastaticos;III;<60;7;10;96
2013;nordeste;colon;nao metastaticos;III;>=60;10;15;101
2013;nordeste;colon;metastaticos;IV;<60;30;56;126
2013;nordeste;colon;metastaticos;IV;>=60;18;30;77
2013;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;5
2013;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;1;5
2013;nordeste;juncao retossigmoide;nao metastaticos;II;<60;1;1;13
2013;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;1;1;22
2013;nordeste;juncao retossigmoide;nao metastaticos;III;<60;3;5;20
2013;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;2;3;26
2013;nordeste;juncao retossigmoide;metastaticos;IV;<60;3;6;18
2013;nordeste;juncao retossigmoide;metastaticos;IV;>=60;5;5;11
2013;nordeste;reto;nao metastaticos;I;<60;0;2;14
2013;nordeste;reto;nao metastaticos;I;>=60;1;3;26
2013;nordeste;reto;nao metastaticos;II;<60;9;10;66
2013;nordeste;reto;nao metastaticos;II;>=60;9;15;116
2013;nordeste;reto;nao metastaticos;III;<60;14;23;115
2013;nordeste;reto;nao metastaticos;III;>=60;5;8;96
2013;nordeste;reto;metastaticos;IV;<60;11;20;48
2013;nordeste;reto;metastaticos;IV;>=60;15;23;65
2013;norte;colon;nao metastaticos;I;<60;2;2;3
2013;norte;colon;nao metastaticos;I;>=60;0;0;2
2013;norte;colon;nao metastaticos;II;<60;0;1;14
2013;norte;colon;nao metastaticos;II;>=60;0;0;10
2013;norte;colon;nao metastaticos;III;<60;1;3;21
2013;norte;colon;nao metastaticos;III;>=60;3;4;11
2013;norte;colon;metastaticos;IV;<60;3;9;19
2013;norte;colon;metastaticos;IV;>=60;3;5;7
2013;norte;juncao retossigmoide;nao metastaticos;I;>=60;0;0;1
2013;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;2
2013;norte;juncao retossigmoide;nao metastaticos;II;>=60;1;2;3
2013;norte;juncao retossigmoide;nao metastaticos;III;<60;0;0;2
2013;norte;juncao retossigmoide;nao metastaticos;III;>=60;1;1;2
2013;norte;juncao retossigmoide;metastaticos;IV;<60;0;1;3
2013;norte;juncao retossigmoide;metastaticos;IV;>=60;0;0;1
2013;norte;reto;nao metastaticos;I;>=60;1;1;2
2013;norte;reto;nao metastaticos;II;<60;2;3;10
2013;norte;reto;nao metastaticos;II;>=60;2;4;12
2013;norte;reto;nao metastaticos;III;<60;1;2;8
2013;norte;reto;nao metastaticos;III;>=60;1;4;7
2013;norte;reto;metastaticos;IV;<60;1;4;8
2013;norte;reto;metastaticos;IV;>=60;2;4;8
2013;sudeste;colon;nao metastaticos;I;<60;5;14;117
2013;sudeste;colon;nao metastaticos;I;>=60;21;47;198
2013;sudeste;colon;nao metastaticos;II;<60;13;45;314
2013;sudeste;colon;nao metastaticos;II;>=60;65;155;534
2013;sudeste;colon;nao metastaticos;III;<60;24;84;348
2013;sudeste;colon;nao metastaticos;III;>=60;84;199;544
2013;sudeste;colon;metastaticos;IV;<60;148;298;422
2013;sudeste;colon;metastaticos;IV;>=60;224;364;478
2013;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;1;21
2013;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;6;9;42
2013;sudeste;juncao retossigmoide;nao metastaticos;II;<60;1;6;38
2013;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;11;24;81
2013;sudeste;juncao retossigmoide;nao metastaticos;III;<60;6;14;60
2013;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;10;26;76
2013;sudeste;juncao retossigmoide;metastaticos;IV;<60;19;38;52
2013;sudeste;juncao retossigmoide;metastaticos;IV;>=60;31;50;69
2013;sudeste;reto;nao metastaticos;I;<60;3;14;120
2013;sudeste;reto;nao metastaticos;I;>=60;19;56;180
2013;sudeste;reto;nao metastaticos;II;<60;14;52;242
2013;sudeste;reto;nao metastaticos;II;>=60;48;133;387
2013;sudeste;reto;nao metastaticos;III;<60;26;109;332
2013;sudeste;reto;nao metastaticos;III;>=60;80;191;432
2013;sudeste;reto;metastaticos;IV;<60;94;189;247
2013;sudeste;reto;metastaticos;IV;>=60;112;224;307
2013;sul;colon;nao metastaticos;I;<60;2;3;48
2013;sul;colon;nao metastaticos;I;>=60;6;7;59
2013;sul;colon;nao metastaticos;II;<60;7;12;121
2013;sul;colon;nao metastaticos;II;>=60;7;14;185
2013;sul;colon;nao metastaticos;III;<60;8;15;167
2013;sul;colon;nao metastaticos;III;>=60;21;36;224
2013;sul;colon;metastaticos;IV;<60;36;53;169
2013;sul;colon;metastaticos;IV;>=60;43;65;163
2013;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;11
2013;sul;juncao retossigmoide;nao metastaticos;I;>=60;1;1;19
2013;sul;juncao retossigmoide;nao metastaticos;II;<60;1;1;25
2013;sul;juncao retossigmoide;nao metastaticos;II;>=60;3;4;29
2013;sul;juncao retossigmoide;nao metastaticos;III;<60;2;3;39
2013;sul;juncao retossigmoide;nao metastaticos;III;>=60;7;7;34
2013;sul;juncao retossigmoide;metastaticos;IV;<60;2;4;22
2013;sul;juncao retossigmoide;metastaticos;IV;>=60;3;4;17
2013;sul;reto;nao metastaticos;I;<60;2;2;31
2013;sul;reto;nao metastaticos;I;>=60;8;9;53
2013;sul;reto;nao metastaticos;II;<60;6;11;81
2013;sul;reto;nao metastaticos;II;>=60;13;17;110
2013;sul;reto;nao metastaticos;III;<60;4;10;120
2013;sul;reto;nao metastaticos;III;>=60;17;30;143
2013;sul;reto;metastaticos;IV;<60;14;26;75
2013;sul;reto;metastaticos;IV;>=60;17;26;78
2014;centroeste;colon;nao metastaticos;I;<60;0;0;8
2014;centroeste;colon;nao metastaticos;I;>=60;1;1;10
2014;centroeste;colon;nao metastaticos;II;<60;0;1;10
2014;centroeste;colon;nao metastaticos;II;>=60;3;3;22
2014;centroeste;colon;nao metastaticos;III;<60;1;2;20
2014;centroeste;colon;nao metastaticos;III;>=60;4;6;21
2014;centroeste;colon;metastaticos;IV;<60;2;4;13
2014;centroeste;colon;metastaticos;IV;>=60;3;5;21
2014;centroeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;2
2014;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;3
2014;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;3
2014;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;3
2014;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;1;2
2014;centroeste;juncao retossigmoide;metastaticos;IV;>=60;0;0;3
2014;centroeste;reto;nao metastaticos;I;<60;0;0;2
2014;centroeste;reto;nao metastaticos;I;>=60;1;1;9
2014;centroeste;reto;nao metastaticos;II;<60;0;0;15
2014;centroeste;reto;nao metastaticos;II;>=60;2;2;14
2014;centroeste;reto;nao metastaticos;III;<60;1;1;16
2014;centroeste;reto;nao metastaticos;III;>=60;2;2;15
2014;centroeste;reto;metastaticos;IV;<60;1;3;4
2014;centroeste;reto;metastaticos;IV;>=60;2;4;12
2014;nordeste;colon;nao metastaticos;I;<60;0;0;11
2014;nordeste;colon;nao metastaticos;I;>=60;0;1;13
2014;nordeste;colon;nao metastaticos;II;<60;2;2;63
2014;nordeste;colon;nao metastaticos;II;>=60;2;4;87
2014;nordeste;colon;nao metastaticos;III;<60;9;17;124
2014;nordeste;colon;nao metastaticos;III;>=60;10;17;92
2014;nordeste;colon;metastaticos;IV;<60;18;32;92
2014;nordeste;colon;metastaticos;IV;>=60;26;39;92
2014;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;1;8
2014;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;8
2014;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;17
2014;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;12
2014;nordeste;juncao retossigmoide;nao metastaticos;III;<60;1;1;18
2014;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;1;1;14
2014;nordeste;juncao retossigmoide;metastaticos;IV;<60;3;5;19
2014;nordeste;juncao retossigmoide;metastaticos;IV;>=60;1;5;9
2014;nordeste;reto;nao metastaticos;I;<60;0;0;15
2014;nordeste;reto;nao metastaticos;I;>=60;1;2;32
2014;nordeste;reto;nao metastaticos;II;<60;3;7;50
2014;nordeste;reto;nao metastaticos;II;>=60;8;11;88
2014;nordeste;reto;nao metastaticos;III;<60;6;15;106
2014;nordeste;reto;nao metastaticos;III;>=60;11;17;124
2014;nordeste;reto;metastaticos;IV;<60;11;17;54
2014;nordeste;reto;metastaticos;IV;>=60;15;28;68
2014;norte;colon;nao metastaticos;I;<60;0;0;3
2014;norte;colon;nao metastaticos;I;>=60;0;0;2
2014;norte;colon;nao metastaticos;II;<60;1;4;17
2014;norte;colon;nao metastaticos;II;>=60;1;1;13
2014;norte;colon;nao metastaticos;III;<60;0;4;24
2014;norte;colon;nao metastaticos;III;>=60;1;4;20
2014;norte;colon;metastaticos;IV;<60;6;8;21
2014;norte;colon;metastaticos;IV;>=60;3;4;18
2014;norte;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2014;norte;juncao retossigmoide;nao metastaticos;I;>=60;1;1;2
2014;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;3
2014;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;1
2014;norte;juncao retossigmoide;nao metastaticos;III;<60;1;1;4
2014;norte;juncao retossigmoide;nao metastaticos;III;>=60;1;2;6
2014;norte;juncao retossigmoide;metastaticos;IV;<60;0;0;3
2014;norte;juncao retossigmoide;metastaticos;IV;>=60;2;2;3
2014;norte;reto;nao metastaticos;I;>=60;0;0;1
2014;norte;reto;nao metastaticos;II;<60;1;4;14
2014;norte;reto;nao metastaticos;II;>=60;1;1;10
2014;norte;reto;nao metastaticos;III;<60;1;4;9
2014;norte;reto;nao metastaticos;III;>=60;3;4;14
2014;norte;reto;metastaticos;IV;<60;2;4;11
2014;norte;reto;metastaticos;IV;>=60;3;3;6
2014;sudeste;colon;nao metastaticos;I;<60;6;12;142
2014;sudeste;colon;nao metastaticos;I;>=60;21;47;240
2014;sudeste;colon;nao metastaticos;II;<60;18;51;335
2014;sudeste;colon;nao metastaticos;II;>=60;72;134;559
2014;sudeste;colon;nao metastaticos;III;<60;31;75;359
2014;sudeste;colon;nao metastaticos;III;>=60;91;205;543
2014;sudeste;colon;metastaticos;IV;<60;135;279;415
2014;sudeste;colon;metastaticos;IV;>=60;230;368;501
2014;sudeste;juncao retossigmoide;nao metastaticos;I;<60;1;1;31
2014;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;1;4;37
2014;sudeste;juncao retossigmoide;nao metastaticos;II;<60;0;3;58
2014;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;11;21;101
2014;sudeste;juncao retossigmoide;nao metastaticos;III;<60;4;18;96
2014;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;11;25;96
2014;sudeste;juncao retossigmoide;metastaticos;IV;<60;23;51;79
2014;sudeste;juncao retossigmoide;metastaticos;IV;>=60;22;46;69
2014;sudeste;reto;nao metastaticos;I;<60;4;13;85
2014;sudeste;reto;nao metastaticos;I;>=60;18;45;177
2014;sudeste;reto;nao metastaticos;II;<60;10;59;260
2014;sudeste;reto;nao metastaticos;II;>=60;59;151;433
2014;sudeste;reto;nao metastaticos;III;<60;33;104;370
2014;sudeste;reto;nao metastaticos;III;>=60;84;182;447
2014;sudeste;reto;metastaticos;IV;<60;73;180;240
2014;sudeste;reto;metastaticos;IV;>=60;114;204;283
2014;sul;colon;nao metastaticos;I;<60;0;0;32
2014;sul;colon;nao metastaticos;I;>=60;4;6;77
2014;sul;colon;nao metastaticos;II;<60;2;5;142
2014;sul;colon;nao metastaticos;II;>=60;15;20;178
2014;sul;colon;nao metastaticos;III;<60;6;15;177
2014;sul;colon;nao metastaticos;III;>=60;15;24;227
2014;sul;colon;metastaticos;IV;<60;21;34;143
2014;sul;colon;metastaticos;IV;>=60;51;68;192
2014;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;10
2014;sul;juncao retossigmoide;nao metastaticos;I;>=60;0;0;12
2014;sul;juncao retossigmoide;nao metastaticos;II;<60;0;0;21
2014;sul;juncao retossigmoide;nao metastaticos;II;>=60;1;2;33
2014;sul;juncao retossigmoide;nao metastaticos;III;<60;1;3;49
2014;sul;juncao retossigmoide;nao metastaticos;III;>=60;2;2;27
2014;sul;juncao retossigmoide;metastaticos;IV;<60;1;3;14
2014;sul;juncao retossigmoide;metastaticos;IV;>=60;6;8;24
2014;sul;reto;nao metastaticos;I;<60;2;4;38
2014;sul;reto;nao metastaticos;I;>=60;3;6;53
2014;sul;reto;nao metastaticos;II;<60;3;5;94
2014;sul;reto;nao metastaticos;II;>=60;6;10;107
2014;sul;reto;nao metastaticos;III;<60;4;13;127
2014;sul;reto;nao metastaticos;III;>=60;14;20;142
2014;sul;reto;metastaticos;IV;<60;18;30;108
2014;sul;reto;metastaticos;IV;>=60;26;40;106
2015;centroeste;colon;nao metastaticos;I;<60;0;0;8
2015;centroeste;colon;nao metastaticos;I;>=60;0;0;9
2015;centroeste;colon;nao metastaticos;II;<60;0;1;21
2015;centroeste;colon;nao metastaticos;II;>=60;1;3;40
2015;centroeste;colon;nao metastaticos;III;<60;0;2;24
2015;centroeste;colon;nao metastaticos;III;>=60;4;6;31
2015;centroeste;colon;metastaticos;IV;<60;4;7;21
2015;centroeste;colon;metastaticos;IV;>=60;10;18;33
2015;centroeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;2
2015;centroeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;2
2015;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;2
2015;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;1;2;5
2015;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;1;6
2015;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;1
2015;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;2;5
2015;centroeste;juncao retossigmoide;metastaticos;IV;>=60;1;3;5
2015;centroeste;reto;nao metastaticos;I;<60;0;0;3
2015;centroeste;reto;nao metastaticos;I;>=60;0;0;2
2015;centroeste;reto;nao metastaticos;II;<60;0;0;10
2015;centroeste;reto;nao metastaticos;II;>=60;1;1;17
2015;centroeste;reto;nao metastaticos;III;<60;1;2;12
2015;centroeste;reto;nao metastaticos;III;>=60;2;2;19
2015;centroeste;reto;metastaticos;IV;<60;1;8;18
2015;centroeste;reto;metastaticos;IV;>=60;0;6;17
2015;nordeste;colon;nao metastaticos;I;<60;0;0;9
2015;nordeste;colon;nao metastaticos;I;>=60;1;2;23
2015;nordeste;colon;nao metastaticos;II;<60;3;5;99
2015;nordeste;colon;nao metastaticos;II;>=60;7;7;106
2015;nordeste;colon;nao metastaticos;III;<60;10;12;123
2015;nordeste;colon;nao metastaticos;III;>=60;5;10;118
2015;nordeste;colon;metastaticos;IV;<60;23;39;94
2015;nordeste;colon;metastaticos;IV;>=60;33;47;111
2015;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;5
2015;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;9
2015;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;7
2015;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;1;1;22
2015;nordeste;juncao retossigmoide;nao metastaticos;III;<60;2;3;22
2015;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;1;2;25
2015;nordeste;juncao retossigmoide;metastaticos;IV;<60;6;13;21
2015;nordeste;juncao retossigmoide;metastaticos;IV;>=60;4;6;17
2015;nordeste;reto;nao metastaticos;I;<60;1;2;18
2015;nordeste;reto;nao metastaticos;I;>=60;1;2;28
2015;nordeste;reto;nao metastaticos;II;<60;1;4;71
2015;nordeste;reto;nao metastaticos;II;>=60;5;8;94
2015;nordeste;reto;nao metastaticos;III;<60;4;14;96
2015;nordeste;reto;nao metastaticos;III;>=60;18;24;134
2015;nordeste;reto;metastaticos;IV;<60;16;33;73
2015;nordeste;reto;metastaticos;IV;>=60;15;23;65
2015;norte;colon;nao metastaticos;I;<60;0;0;5
2015;norte;colon;nao metastaticos;I;>=60;0;0;1
2015;norte;colon;nao metastaticos;II;<60;0;2;18
2015;norte;colon;nao metastaticos;II;>=60;3;3;17
2015;norte;colon;nao metastaticos;III;<60;3;6;21
2015;norte;colon;nao metastaticos;III;>=60;2;5;18
2015;norte;colon;metastaticos;IV;<60;3;5;21
2015;norte;colon;metastaticos;IV;>=60;1;4;11
2015;norte;juncao retossigmoide;nao metastaticos;I;>=60;0;0;2
2015;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;2
2015;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;6
2015;norte;juncao retossigmoide;nao metastaticos;III;<60;0;0;2
2015;norte;juncao retossigmoide;nao metastaticos;III;>=60;1;1;3
2015;norte;juncao retossigmoide;metastaticos;IV;<60;2;2;5
2015;norte;juncao retossigmoide;metastaticos;IV;>=60;0;0;2
2015;norte;reto;nao metastaticos;I;<60;0;0;2
2015;norte;reto;nao metastaticos;I;>=60;0;0;2
2015;norte;reto;nao metastaticos;II;<60;0;2;14
2015;norte;reto;nao metastaticos;II;>=60;1;1;6
2015;norte;reto;nao metastaticos;III;<60;1;8;21
2015;norte;reto;nao metastaticos;III;>=60;2;2;12
2015;norte;reto;metastaticos;IV;<60;2;5;12
2015;norte;reto;metastaticos;IV;>=60;3;3;6
2015;sudeste;colon;nao metastaticos;I;<60;8;14;116
2015;sudeste;colon;nao metastaticos;I;>=60;16;31;198
2015;sudeste;colon;nao metastaticos;II;<60;16;35;344
2015;sudeste;colon;nao metastaticos;II;>=60;71;143;581
2015;sudeste;colon;nao metastaticos;III;<60;22;78;408
2015;sudeste;colon;nao metastaticos;III;>=60;80;182;594
2015;sudeste;colon;metastaticos;IV;<60;152;280;422
2015;sudeste;colon;metastaticos;IV;>=60;254;390;552
2015;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;1;18
2015;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;2;6;32
2015;sudeste;juncao retossigmoide;nao metastaticos;II;<60;1;7;39
2015;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;8;17;82
2015;sudeste;juncao retossigmoide;nao metastaticos;III;<60;3;13;63
2015;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;13;30;88
2015;sudeste;juncao retossigmoide;metastaticos;IV;<60;21;47;73
2015;sudeste;juncao retossigmoide;metastaticos;IV;>=60;43;59;85
2015;sudeste;reto;nao metastaticos;I;<60;3;11;92
2015;sudeste;reto;nao metastaticos;I;>=60;16;47;171
2015;sudeste;reto;nao metastaticos;II;<60;14;48;238
2015;sudeste;reto;nao metastaticos;II;>=60;56;119;403
2015;sudeste;reto;nao metastaticos;III;<60;27;81;341
2015;sudeste;reto;nao metastaticos;III;>=60;61;158;462
2015;sudeste;reto;metastaticos;IV;<60;81;184;267
2015;sudeste;reto;metastaticos;IV;>=60;113;206;308
2015;sul;colon;nao metastaticos;I;<60;0;0;35
2015;sul;colon;nao metastaticos;I;>=60;8;8;64
2015;sul;colon;nao metastaticos;II;<60;5;7;116
2015;sul;colon;nao metastaticos;II;>=60;12;18;209
2015;sul;colon;nao metastaticos;III;<60;12;21;184
2015;sul;colon;nao metastaticos;III;>=60;17;29;246
2015;sul;colon;metastaticos;IV;<60;33;58;175
2015;sul;colon;metastaticos;IV;>=60;56;80;226
2015;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;5
2015;sul;juncao retossigmoide;nao metastaticos;I;>=60;0;0;10
2015;sul;juncao retossigmoide;nao metastaticos;II;<60;2;2;22
2015;sul;juncao retossigmoide;nao metastaticos;II;>=60;2;2;28
2015;sul;juncao retossigmoide;nao metastaticos;III;<60;1;4;27
2015;sul;juncao retossigmoide;nao metastaticos;III;>=60;1;1;34
2015;sul;juncao retossigmoide;metastaticos;IV;<60;3;7;17
2015;sul;juncao retossigmoide;metastaticos;IV;>=60;8;9;27
2015;sul;reto;nao metastaticos;I;<60;0;1;27
2015;sul;reto;nao metastaticos;I;>=60;2;2;42
2015;sul;reto;nao metastaticos;II;<60;1;7;106
2015;sul;reto;nao metastaticos;II;>=60;13;17;122
2015;sul;reto;nao metastaticos;III;<60;7;12;127
2015;sul;reto;nao metastaticos;III;>=60;8;21;142
2015;sul;reto;metastaticos;IV;<60;13;20;90
2015;sul;reto;metastaticos;IV;>=60;29;38;110
2016;centroeste;colon;nao metastaticos;I;<60;0;0;2
2016;centroeste;colon;nao metastaticos;I;>=60;1;1;5
2016;centroeste;colon;nao metastaticos;II;<60;1;1;19
2016;centroeste;colon;nao metastaticos;II;>=60;1;2;17
2016;centroeste;colon;nao metastaticos;III;<60;2;5;25
2016;centroeste;colon;nao metastaticos;III;>=60;2;4;19
2016;centroeste;colon;metastaticos;IV;<60;5;10;19
2016;centroeste;colon;metastaticos;IV;>=60;3;6;18
2016;centroeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;3
2016;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;5
2016;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;1;7
2016;centroeste;juncao retossigmoide;nao metastaticos;III;<60;1;2;8
2016;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;0;0;4
2016;centroeste;juncao retossigmoide;metastaticos;IV;<60;1;1;3
2016;centroeste;juncao retossigmoide;metastaticos;IV;>=60;1;2;4
2016;centroeste;reto;nao metastaticos;I;<60;1;1;1
2016;centroeste;reto;nao metastaticos;I;>=60;0;0;2
2016;centroeste;reto;nao metastaticos;II;<60;1;1;13
2016;centroeste;reto;nao metastaticos;II;>=60;0;0;5
2016;centroeste;reto;nao metastaticos;III;<60;2;3;13
2016;centroeste;reto;nao metastaticos;III;>=60;4;7;25
2016;centroeste;reto;metastaticos;IV;<60;2;4;11
2016;centroeste;reto;metastaticos;IV;>=60;1;4;11
2016;nordeste;colon;nao metastaticos;I;<60;2;2;17
2016;nordeste;colon;nao metastaticos;I;>=60;0;0;20
2016;nordeste;colon;nao metastaticos;II;<60;5;9;83
2016;nordeste;colon;nao metastaticos;II;>=60;4;8;114
2016;nordeste;colon;nao metastaticos;III;<60;3;10;132
2016;nordeste;colon;nao metastaticos;III;>=60;15;22;142
2016;nordeste;colon;metastaticos;IV;<60;27;46;130
2016;nordeste;colon;metastaticos;IV;>=60;35;48;126
2016;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;1;6
2016;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;1;1;15
2016;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;13
2016;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;0;1;18
2016;nordeste;juncao retossigmoide;nao metastaticos;III;<60;3;5;26
2016;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;2;3;25
2016;nordeste;juncao retossigmoide;metastaticos;IV;<60;3;4;11
